MW,pI,GRAVY,Aromaticity,Instability
21697.627800000017,5.954646110534668,-0.40105820105820145,0.09523809523809523,29.6089947089947
104349.39270000062,5.910254859924316,-0.24237644584647725,0.0725552050473186,53.43347003154594
69061.12300000017,9.56473903656006,-0.3610606060606054,0.04393939393939394,57.52986363636393
98534.3057000007,8.70073375701904,0.1325167037861925,0.08685968819599109,50.36358574610271
46412.766800000085,9.138409614562988,-0.8977611940298501,0.08208955223880597,61.42164179104493
54365.55150000008,6.379062843322754,-0.16871165644171815,0.06952965235173825,44.861145194274044
35421.5966,9.150336265563965,-0.1375384615384615,0.08307692307692308,37.608307692307676
10921.434299999988,9.61966609954834,-0.3111111111111111,0.06060606060606061,38.59797979797979
132953.2845000006,8.464005851745608,0.11403654485049806,0.0830564784053156,43.975996677741136
21544.5947,10.581212043762207,-0.42341463414634156,0.03902439024390244,77.23365853658534
196040.79549999995,6.270841407775879,-0.009491137793024858,0.07204116638078903,48.820594625500625
39866.37610000008,8.834054374694826,-0.25954415954415966,0.08547008547008547,44.357264957264945
74389.25740000025,6.471880912780762,-0.4871559633027516,0.0856269113149847,44.47431192660559
171225.83530000068,6.138008689880371,-0.4650158730158753,0.06222222222222222,53.982565079365486
36843.87990000002,8.405468559265142,-0.5736842105263161,0.07120743034055728,54.71300309597521
54785.687600000085,9.096827507019043,-0.722381930184804,0.07186858316221767,44.29466119096512
71576.72590000022,8.359760475158694,-0.7454113924050628,0.07278481012658228,52.50205696202552
58563.02360000009,9.222025108337402,-0.7207843137254893,0.08627450980392157,45.44158823529416
46197.738300000055,8.843789100646973,-0.7368550368550366,0.08108108108108109,47.599262899262904
59612.18120000009,8.678750038146973,-0.9789575289575274,0.07915057915057916,42.58899613899621
29232.979200000012,8.290714836120607,-0.2384615384615385,0.09615384615384616,45.409230769230774
38946.31410000004,4.946549797058105,-0.16115702479338836,0.07713498622589532,33.09782369146005
38478.317899999995,6.874641990661622,-0.5344729344729344,0.05982905982905983,51.129059829059806
34905.320900000035,6.5344038009643555,0.32716049382716034,0.08333333333333333,37.865123456790116
20030.752399999987,7.510954475402833,0.1,0.09278350515463918,45.2917525773196
65732.54520000014,9.29139308929443,-0.9302608695652161,0.08521739130434781,44.13880000000006
42509.01420000004,9.813135719299318,-0.028647214854111352,0.09549071618037136,45.85888594164456
366615.3598000043,7.027538871765136,-0.38124812481248493,0.07140714071407141,41.209528952895525
30241.13580000002,6.981101417541503,-0.29242424242424253,0.11363636363636363,37.573484848484846
44771.98640000005,9.817068290710449,0.36902439024390293,0.10243902439024391,46.14343902439024
47463.20210000004,6.082306480407714,-0.18222748815165893,0.06635071090047394,41.522535545023715
31179.550600000053,9.630174446105958,-0.8718749999999997,0.048611111111111105,79.59166666666668
65307.846500000116,4.99810276031494,0.0748726655348047,0.05602716468590832,43.30628183361637
226370.84609999994,6.951033592224121,-0.40648379052369094,0.07780548628428928,42.97846882793055
63105.35400000013,7.957800102233887,-0.7427797833935008,0.09386281588447654,39.22166064981954
34005.679599999974,5.8514833450317365,0.023364485981308417,0.06230529595015576,35.635233644859824
54007.2627000001,6.443631935119628,-0.3923679060665358,0.05283757338551859,59.13974559686907
83540.95480000034,5.467251777648925,-0.28825910931174087,0.07017543859649122,58.50323886639696
71870.21260000025,9.117844200134279,-0.7751196172248794,0.09250398724082934,56.55119617224898
37609.785900000075,4.9397291183471665,-0.5245664739884396,0.04335260115606937,57.908381502890165
55366.323000000055,7.77741756439209,-0.5588957055214723,0.08997955010224949,43.38752556237224
92239.4536000004,6.491888236999511,-0.4635922330097089,0.0703883495145631,54.01723300970896
24347.29899999999,8.108075904846192,-0.3773333333333334,0.06666666666666667,42.62222222222221
29450.040600000044,10.382842826843262,-0.6204000000000001,0.088,49.92399999999998
126603.97560000069,6.213490867614746,-0.40477876106194577,0.08938053097345133,42.38885840707989
23399.30610000001,5.736384391784668,-0.5490196078431375,0.09313725490196079,43.228921568627435
57506.152400000195,8.505587959289553,-0.5353591160220998,0.07918968692449356,75.68968692449384
74174.64820000042,8.787637138366701,0.03170370370370375,0.10814814814814815,34.84979259259264
42199.866600000074,5.394441032409667,-0.3228571428571429,0.07012987012987013,41.01662337662338
68836.76520000023,9.005927085876465,-0.8008347245409004,0.08681135225375627,50.535392320534335
13711.472199999987,8.584303855895996,-0.39435483870967736,0.07258064516129031,30.912096774193532
19108.204899999982,4.969001197814941,-0.32931034482758625,0.08045977011494253,42.261494252873554
115833.86940000077,6.099869728088377,-0.12913461538461501,0.09807692307692309,44.390576923077134
26349.85800000002,8.85216999053955,-0.2294117647058826,0.11344537815126049,40.72436974789917
46381.53120000009,4.66400318145752,-0.4002415458937195,0.09178743961352656,48.391570048309184
90851.02350000052,7.540112876892091,-0.13877038895859495,0.08030112923462987,45.587327478042766
51753.57970000007,8.396571922302247,-0.2046709129511677,0.09766454352441614,43.400212314225044
28160.076000000026,9.561837959289551,-0.2944664031620556,0.06719367588932806,48.122529644268766
50364.12520000006,8.21290149688721,-0.35876993166287047,0.10022779043280182,53.72510250569483
63467.246700000134,8.645742225646973,-0.7183928571428554,0.06607142857142857,46.150535714285816
86395.84790000042,8.705568885803224,-0.02858958068615014,0.0940279542566709,46.985540025413115
34236.964600000036,7.945357704162598,-0.543962848297214,0.04643962848297213,52.66656346749227
17001.13199999999,10.075908851623534,-0.6220779220779226,0.03896103896103896,60.51558441558441
26316.125800000023,7.712221336364746,-0.07088607594936712,0.08016877637130801,34.79957805907171
74697.66350000034,9.878571128845213,-0.09319526627218938,0.09171597633136094,41.24112426035515
36223.165199999996,9.867998313903808,0.19879518072289132,0.11144578313253012,33.41662650602411
65130.16280000009,9.234016227722169,-0.7447024673439755,0.014513788098693758,24.54804063860666
54547.59060000014,5.637143516540527,-0.1296146044624749,0.08924949290060852,34.96328600405679
50501.45910000011,9.18095874786377,-0.7524886877828049,0.08597285067873303,49.414954751131276
49864.305700000106,9.10572414398193,-0.8656750572082377,0.08466819221967964,49.73867276887874
7308.399399999998,9.454820442199708,-0.09206349206349199,0.14285714285714285,41.81587301587302
26261.464599999992,10.167840766906735,0.009090909090908948,0.09090909090909091,51.65123966942149
35713.86510000006,8.127223014831543,0.01090342679127717,0.09034267912772585,48.54267912772585
98180.19330000074,8.230179023742679,0.16891428571428535,0.1017142857142857,43.81189714285728
15521.439799999986,4.271984672546388,-0.2366197183098595,0.06338028169014084,69.6507042253521
76118.23420000025,5.76230297088623,0.037199434229137324,0.06506364922206506,46.4431683168318
64643.07650000013,8.673141288757325,0.2937500000000005,0.10135135135135136,52.247668918919054
29282.176400000037,9.63056125640869,-0.14022988505747125,0.04597701149425287,59.54750957854403
23640.366600000012,9.9476167678833,-0.45291262135922344,0.0825242718446602,53.016504854368925
75046.1322000003,8.728584098815915,-0.6159332321699531,0.09104704097116845,49.39151745068306
67187.55140000021,8.329718208312986,-0.5957912457912452,0.08249158249158249,50.21228956228973
70585.92470000022,7.359876441955566,-0.7113237639553409,0.0733652312599681,55.5103668261565
25176.508100000006,9.287911796569823,-0.7598214285714288,0.07142857142857144,28.987500000000004
65621.35380000016,9.199332237243652,-0.9109565217391288,0.08347826086956521,46.28140869565223
36908.267400000055,8.884533119201663,-0.44184615384615444,0.07076923076923078,48.11049230769228
25254.086000000003,8.681457710266113,-0.9692307692307703,0.027149321266968326,63.408597285067856
46268.272500000094,5.569732475280761,-0.31059113300492663,0.07389162561576354,37.58522167487685
17161.54689999999,9.20371608734131,0.004294478527607485,0.04294478527607362,42.89509202453987
63664.314200000124,6.546055793762207,-0.5683274021352305,0.08540925266903915,51.00304270462649
22326.2468,6.093390083312986,0.1256038647342996,0.12077294685990336,26.10729468599033
119231.64930000069,6.190584754943848,-0.4900190114068438,0.0779467680608365,52.50391634981014
79578.8225000003,7.378746986389159,-0.45836909871244536,0.10157367668097282,53.0984549356226
33534.564400000054,9.546043205261231,-0.4818493150684933,0.08561643835616439,64.67229452054791
28535.574099999994,5.84051342010498,-0.12355212355212354,0.06177606177606178,37.97799227799227
85949.61350000041,7.8663839340209964,-0.17496807151979596,0.06130268199233717,40.268084291187904
29469.311100000054,9.237497520446777,0.02238267148014439,0.07220216606498195,49.93826714801444
27030.294000000024,9.477900123596193,0.3857142857142852,0.1470588235294118,30.37352941176471
28080.71080000002,9.065882682800293,0.07626459143968874,0.06614785992217899,49.05642023346304
98593.61660000062,10.030265235900881,-0.6788876276958001,0.056753688989784334,54.0013734392738
42272.99680000009,9.723524665832517,0.23899204244031905,0.11936339522546419,50.945915119363384
56547.178800000096,6.762726020812988,-0.5092156862745095,0.08039215686274509,55.175705882353064
23523.08789999997,11.114494514465331,-0.33574660633484216,0.03167420814479638,73.5941176470588
101184.25600000069,8.61421718597412,-0.46539717083786725,0.062023939064200215,67.879542981502
31282.115699999995,9.61973056793213,0.1477351916376307,0.08710801393728224,35.410139372822286
95031.18150000047,5.396828269958497,-0.7306763285024152,0.07608695652173914,54.28285024154612
70886.32700000028,7.0096345901489245,-0.4858490566037736,0.0738993710691824,54.22501572327056
39095.24200000003,6.166200828552246,-0.25558739255014346,0.10315186246418337,51.42578796561603
31283.684999999983,4.846058464050292,-0.5516605166051662,0.1070110701107011,55.921070110701116
110748.6671000007,5.597072029113768,-0.7864615384615403,0.038974358974358976,51.63292307692334
36981.57340000001,7.4928796768188475,-0.6685552407932015,0.056657223796033995,48.68328611898016
35791.38630000005,7.17037525177002,-0.8588235294117644,0.05572755417956657,55.67058823529411
70465.97410000028,4.95757656097412,-0.023564954682779523,0.05740181268882175,49.12750755287026
34481.71500000001,8.278530311584475,0.8765273311897114,0.14469453376205788,44.46726688102894
160014.62940000024,6.079464530944824,-0.3981519507186865,0.06707734428473648,45.354024640657386
48235.26010000004,6.288404655456543,-0.49221698113207496,0.06367924528301887,57.3969339622642
66573.19180000026,9.213386344909669,-0.5341750841750844,0.10606060606060605,49.16028619528629
19174.57750000001,4.60631160736084,-1.146745562130177,0.047337278106508875,88.07751479289944
72739.16430000034,6.407652854919434,-0.30123647604327647,0.09273570324574962,43.55318392581153
34773.37620000003,9.146210289001466,-0.26717791411042946,0.06748466257668712,64.26352760736197
42340.81420000005,9.328655815124513,-0.3592207792207791,0.08831168831168831,46.256883116883124
